ACSSF,2012m5,dc,000,0002,0000188,604,308,127,61,90,59,26,26,18,87,72,94,112,93,80,93,93,61,45,42,77,35,51,56,31,438,189,83,18,46,27,18,29,221,120,128,117,86,78,82,79,77,41,70,33,71,21,36,49,591,270,125,61,49,56,26,89,51,94,131,102,95,81,75,31,428,187,60,18,42,26,221,104,126,142,99,114,106,41,49,31,16,18,18,18,18,18,18,18,18,18,16,18,18,18,18,27,18,18,18,18,18,18,27,18,18,18,18,18,18,18,108,63,18,18,18,18,18,28,18,18,18,55,18,18,18,18,50,18,18,18,18,18,18,18,18,50,18,18,18,18,18,134,47,19,18,18,18,18,18,44,18,18,18,18,18,18,18,110,44,38,18,18,11,22,61,37,23,18,30,31,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,151,148,18,18,73,17,18,18,18,18,76,18,18,18,18,18,17,18,18,18,17,18,18,18,18,18,18,18,18,18,18
ACSSF,2012m5,dc,000,0002,0000189,535,346,13,13,13,21,292,179,71,81,22,13,13,13,13,13,71,13,13,13,13,13,13,13,13,334,13,13,13,21,334,172,87,77,22,13,13,13,13,73,13,13,13,13,13,13,13,13,13,537,348,13,13,13,13,295,191,13,13,13,13,13,13,13,13,293,13,13,13,13,290,184,22,13,13,73,13,13,13,13,125,80,13,13,13,13,66,54,13,13,13,13,13,13,13,13,90,13,13,13,13,95,51,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,194,125,13,13,13,21,103,50,22,13,13,13,13,13,13,13,152,13,13,13,21,127,98,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,26,15,13,13,13,13,13,15,13,13,13,13,13,13,13,13,21,13,13,13,13,13,21,13,13,13,13,13,13,13,13
ACSSF,2012m5,dc,000,0002,0000190,591,267,54,23,39,29,89,140,130,90,199,71,72,75,71,73,60,32,28,65,33,40,26,23,53,501,58,41,23,30,129,140,286,135,131,96,84,35,71,65,45,29,66,30,31,42,13,14,46,601,267,55,23,34,29,72,218,199,71,96,98,65,74,35,53,472,58,39,23,22,132,413,125,63,70,92,80,49,14,46,69,62,13,13,13,13,53,24,13,13,19,13,2,13,13,13,28,13,13,13,13,23,11,14,13,13,13,13,13,13,13,31,3,13,13,13,13,13,3,13,13,13,13,13,13,13,13,31,13,13,13,13,31,13,13,13,13,13,13,13,13,13,131,44,13,13,13,13,16,36,13,13,18,13,13,13,13,13,109,13,13,13,13,33,39,17,74,42,13,13,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,39,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,39,13,23,13,13,13,13,30,13,13,13,13,13,13,13
ACSSF,2012m5,dc,000,0002,0000191,559,436,86,68,41,81,21,18,30,243,349,78,83,97,51,116,52,24,47,50,68,28,56,27,18,358,109,24,89,58,14,18,61,208,178,110,85,91,84,97,76,87,35,54,28,48,18,45,54,535,418,74,68,31,79,21,239,342,73,126,107,65,84,59,18,323,105,20,89,58,18,237,171,95,123,117,109,61,45,54,84,76,18,18,18,18,18,18,18,18,18,76,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,28,26,18,18,52,42,18,18,15,17,18,18,37,18,18,18,18,18,18,18,21,18,18,18,18,14,18,18,18,18,18,18,18,18,18,106,76,12,18,22,18,18,24,28,22,33,18,18,18,18,18,58,18,15,18,18,18,11,22,24,25,24,33,18,18,18,29,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,29,18,18,18,18,18,18,18,18,18,18,29,18,18,18,124,63,45,18,18,18,18,18,18,18,19,18,18,18,18,18,78,18,18,18,18,18,18,18,58,18,32,18,27,18,18
ACSSF,2012m5,dc,000,0002,0000192,143,88,13,36,39,22,13,13,13,31,36,48,40,46,35,25,37,30,21,21,23,19,25,38,12,98,40,34,33,33,13,13,13,19,39,21,38,35,45,25,45,30,29,17,26,21,10,12,17,134,90,13,36,39,22,13,13,38,48,27,35,41,35,41,12,90,40,34,33,30,13,12,28,20,24,46,47,34,16,17,55,32,13,13,13,13,13,27,13,13,4,13,15,13,13,13,26,13,13,13,13,13,13,13,13,5,15,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,64,24,13,13,13,13,13,13,23,13,13,13,13,7,13,13,51,13,13,13,13,13,15,39,13,14,13,12,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
ACSSF,2012m5,dc,000,0002,0000193,313,213,53,13,13,13,28,77,32,98,110,130,51,121,45,28,55,26,38,27,13,34,32,13,13,303,45,53,20,13,59,19,44,177,125,80,84,53,26,48,36,39,27,13,29,46,36,37,13,353,213,53,13,13,13,28,113,102,130,64,56,57,42,32,13,272,45,53,13,13,59,144,121,81,100,52,36,42,50,13,67,44,13,13,13,13,13,13,27,13,4,20,27,13,13,13,48,13,13,13,13,8,31,13,4,8,13,13,35,13,13,122,118,13,13,13,13,13,51,13,13,110,13,13,13,13,13,48,13,13,13,13,13,37,13,13,13,13,31,13,13,13,92,38,13,13,13,13,13,13,38,13,13,13,13,13,13,13,79,13,13,13,13,13,71,44,13,21,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
ACSSF,2012m5,dc,000,0002,0000194,211,138,39,41,30,21,13,13,16,64,62,68,47,67,42,56,57,34,38,36,12,32,27,39,21,194,35,38,28,28,13,13,13,76,81,161,79,44,48,49,52,30,38,27,33,34,19,24,22,219,117,32,34,26,21,13,42,62,68,54,65,63,41,42,21,198,35,32,20,28,13,66,81,160,46,53,59,46,30,22,63,36,19,13,13,13,13,13,13,13,23,3,13,13,18,13,47,13,13,13,13,13,13,13,15,21,31,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,12,13,13,13,112,61,13,13,13,13,13,13,13,13,55,13,14,23,13,13,86,13,17,21,13,13,13,19,13,62,13,34,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,54,28,13,25,13,13,13,13,13,13,13,13,13,13,13,13,28,13,16,11,13,13,13,13,13,13,12,13,13,13,13
ACSSF,2012m5,dc,000,0002,0000195,450,228,56,48,69,38,13,21,34,40,49,71,58,75,79,73,60,40,64,25,49,64,68,19,77,328,38,45,55,45,35,13,43,77,157,111,56,58,67,54,88,46,75,37,59,85,83,53,135,375,222,57,48,69,38,13,48,49,50,79,93,84,61,53,48,264,27,45,55,45,21,93,126,108,75,76,107,90,77,109,160,71,13,13,13,13,13,13,13,13,13,59,16,8,35,37,115,13,13,13,13,13,13,13,13,26,45,31,42,50,43,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,149,71,13,13,13,13,13,34,13,13,13,13,35,31,28,13,121,13,13,13,13,31,13,102,32,24,13,40,28,13,13,10,10,13,13,13,13,13,13,13,13,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,50,27,13,13,13,13,13,13,13,13,13,13,13,13,27,13,23,13,13,13,13,13,13,13,13,13,13,13,23,13,13
ACSSF,2012m5,dc,000,0002,0000196,350,259,33,37,52,37,13,13,13,64,56,143,70,42,84,103,55,32,40,40,59,92,52,50,27,226,63,13,39,29,13,13,28,85,162,125,109,118,52,74,62,66,76,44,48,64,111,55,53,306,208,25,13,13,13,13,53,56,138,84,81,50,104,64,27,224,30,13,13,13,13,84,157,108,128,76,105,79,119,46,164,86,13,13,63,13,13,21,13,13,13,27,13,36,13,13,90,13,13,13,13,13,2,3,13,34,64,21,30,13,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,252,95,13,13,34,13,13,30,13,49,13,41,22,13,13,13,167,48,13,13,29,13,24,36,56,48,43,29,13,13,21,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
ACSSF,2012m5,dc,000,0002,0000197,256,245,55,13,13,13,13,13,95,79,148,108,60,21,23,53,58,13,13,22,23,34,87,13,26,258,37,13,30,13,13,13,13,143,208,101,103,41,39,59,49,47,32,33,33,40,37,27,28,267,205,41,13,13,13,13,128,125,112,33,51,58,46,87,26,257,37,13,30,13,13,143,193,77,93,52,57,51,40,28,111,83,13,13,13,13,13,13,77,35,13,13,13,13,13,13,84,13,13,13,13,13,13,77,13,13,25,25,13,13,13,44,44,13,13,13,13,13,13,13,13,44,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,85,13,13,13,13,13,13,13,35,58,29,22,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,116,22,13,13,13,13,13,13,13,13,13,22,13,13,13,13,115,13,13,13,13,13,13,91,68,13,13,13,13,13,13
